radius,fraction,migration,r1_occurrence,germline,embryo,conversion,fitness,dominantR2,recessiveR2,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,pop_resistence_without_chase,suppressed_afterChase,drive_lost_afterChase,pop_resistence_after_chase, long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_population_size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile,final_female_fertile
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,150,0.467645,0.695256,0.125135,24030,14,12564,136,3335,7335
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,89,0.483182,0.714453,0.116349,19622,12,9133,77,1978,5940
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,753,0,0,0,0,14,8835,739,2247,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,85,0.412291,0.664925,0.105011,11675,13,9662,72,2291,4271
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,315,0,0,0,0,13,8837,302,2187,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,703,0.378786,0.606172,0.116234,19280,13,10020,690,2591,7152
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,229,0,0,0,0,12,9821,217,2420,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,45,0.421595,0.635022,0.133775,20056,13,20830,32,6282,6453
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,305,0.414861,0.64508,0.090121,15457,13,10464,292,3003,5669
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,340,0,0,0,0,12,9950,328,2271,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,509,0,0,0,0,12,9176,497,2382,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,947,0.405749,0.63914,0.104011,17777,13,9215,934,2202,6426
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,291,0,0,0,0,14,5976,277,1184,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,347,0.456944,0.667969,0.14288,15863,12,7965,335,1727,4616
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,207,0,0,0,0,14,8279,193,1716,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,166,0.40388,0.630873,0.134602,20646,14,9454,152,2255,7226
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,36,0.230373,0.399272,0.176682,21717,13,17239,23,4258,8995
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,37,0.359858,0.571822,0.0607336,11995,13,14098,24,3244,4715
